Area,Midpoint,Confidence,ID,Class
2398.4734,"(733.3890991210938, 538.0062255859375)",0.62948275,1.0,2.0
2551.9844,"(732.8428955078125, 537.0985107421875)",0.63350517,1.0,2.0
2582.9832,"(733.3956909179688, 538.940185546875)",0.65932274,1.0,2.0
2619.9333,"(733.4717407226562, 539.2424926757812)",0.6192773,1.0,2.0
2408.7942,"(734.1314086914062, 537.1948852539062)",0.6186412,1.0,2.0
2487.4568,"(734.7852783203125, 534.47802734375)",0.608777,1.0,2.0
2605.1365,"(735.0703125, 532.94189453125)",0.6311873,1.0,2.0
2698.5608,"(734.9188232421875, 531.718017578125)",0.65215236,1.0,2.0
2767.2869,"(735.115966796875, 531.8721923828125)",0.6389591,1.0,2.0
2773.917,"(734.708740234375, 532.3551025390625)",0.6007341,1.0,2.0
2584.6108,"(735.0771484375, 534.2301025390625)",0.59371376,1.0,2.0
2501.5186,"(735.4174194335938, 535.735595703125)",0.58330476,1.0,2.0
2404.8665,"(735.2862548828125, 537.0840454101562)",0.569453,1.0,2.0
2395.3223,"(736.124755859375, 538.8388671875)",0.5748843,1.0,2.0
2328.4026,"(736.159423828125, 540.0146484375)",0.5549384,1.0,2.0
2317.1355,"(736.4444580078125, 540.3260498046875)",0.5157565,1.0,2.0
2395.3545,"(736.6839599609375, 540.9457397460938)",0.5958076,1.0,2.0
2413.2085,"(736.5347900390625, 540.53173828125)",0.5615888,1.0,2.0
2504.6714,"(735.591796875, 539.032958984375)",0.597233,1.0,2.0
2571.0364,"(735.3528442382812, 537.53955078125)",0.62818235,1.0,2.0
2597.9382,"(735.0228271484375, 536.3367309570312)",0.63660204,1.0,2.0
2597.896,"(734.67724609375, 536.2359619140625)",0.6336791,1.0,2.0
2503.3445,"(734.0346069335938, 536.3109741210938)",0.62461835,1.0,2.0
2542.4326,"(733.7275390625, 537.4020385742188)",0.662905,1.0,2.0
2576.1287,"(733.4306030273438, 537.8987426757812)",0.68916255,1.0,2.0
2542.8396,"(733.0556640625, 538.111572265625)",0.6892622,1.0,2.0
2461.619,"(732.7415771484375, 538.725341796875)",0.67739236,1.0,2.0
2398.348,"(732.6021728515625, 539.20263671875)",0.6547002,1.0,2.0
2389.3083,"(732.5594482421875, 539.0100708007812)",0.7170778,1.0,2.0
2470.8538,"(732.8199462890625, 538.6952514648438)",0.71961087,1.0,2.0
2438.2307,"(732.8458251953125, 537.6495971679688)",0.6894246,1.0,2.0
2415.106,"(732.9488525390625, 535.81103515625)",0.6562284,1.0,2.0
2582.3638,"(734.3990478515625, 534.4827880859375)",0.670034,1.0,2.0
2575.362,"(735.814453125, 534.6332397460938)",0.6582289,1.0,2.0
2577.0479,"(736.7909545898438, 534.3330688476562)",0.6501639,1.0,2.0
2412.1816,"(737.2891845703125, 533.9242553710938)",0.64934886,1.0,2.0
2397.3555,"(737.9954833984375, 535.1417846679688)",0.56188357,1.0,2.0
2364.7468,"(737.664306640625, 536.444580078125)",0.52071,1.0,2.0
2329.5933,"(736.4534912109375, 537.2222900390625)",0.5820046,1.0,2.0
2385.881,"(735.5827026367188, 537.6563110351562)",0.57477677,1.0,2.0
2446.3157,"(734.9273681640625, 537.63232421875)",0.65388054,1.0,2.0
2439.8647,"(734.12939453125, 537.2990112304688)",0.64390683,1.0,2.0
2453.4429,"(733.9951171875, 536.8609008789062)",0.64911914,1.0,2.0
2446.2476,"(732.8615112304688, 534.3889770507812)",0.6649932,1.0,2.0
2437.7432,"(733.5194702148438, 534.3107299804688)",0.6692741,1.0,2.0
2424.3948,"(733.1234130859375, 532.4403076171875)",0.67390794,1.0,2.0
2389.5286,"(733.376220703125, 532.3980712890625)",0.6584004,1.0,2.0
2343.2034,"(733.520751953125, 532.538330078125)",0.6600493,1.0,2.0
2393.2532,"(733.297119140625, 533.2449951171875)",0.6566588,1.0,2.0
2466.8599,"(732.9363403320312, 533.6416625976562)",0.67053854,1.0,2.0
2449.1948,"(733.1770629882812, 534.77880859375)",0.68537015,1.0,2.0
2328.4602,"(732.7235717773438, 534.693115234375)",0.69070065,1.0,2.0
2219.2534,"(732.314697265625, 535.1716918945312)",0.6924017,1.0,2.0
2157.0774,"(731.7573852539062, 535.4575805664062)",0.6818925,1.0,2.0
2243.3345,"(731.1695556640625, 535.0916748046875)",0.6928204,1.0,2.0
2272.9773,"(730.781494140625, 534.3858032226562)",0.6886142,1.0,2.0
2264.161,"(730.286865234375, 533.4774169921875)",0.686666,1.0,2.0
2158.966,"(730.243896484375, 532.4989624023438)",0.67617524,1.0,2.0
2113.0635,"(730.884765625, 531.8617553710938)",0.67480284,1.0,2.0
2209.4844,"(730.8568115234375, 531.114990234375)",0.66421574,1.0,2.0
2302.164,"(730.9573974609375, 530.719482421875)",0.7074727,1.0,2.0
2348.3167,"(730.972412109375, 531.09912109375)",0.69472337,1.0,2.0
2309.1572,"(732.2981567382812, 533.6832275390625)",0.7005134,1.0,2.0
2277.4133,"(732.5220947265625, 535.5089111328125)",0.67872363,1.0,2.0
2189.2087,"(732.52587890625, 536.685546875)",0.6839093,1.0,2.0
2262.0474,"(731.6392822265625, 537.164794921875)",0.68507963,1.0,2.0
2282.081,"(730.932861328125, 537.5009155273438)",0.6636455,1.0,2.0
2256.2234,"(729.3619384765625, 537.5449829101562)",0.6302473,1.0,2.0
2169.0432,"(728.18408203125, 536.8223876953125)",0.6389485,1.0,2.0
2160.4402,"(727.5455322265625, 536.227294921875)",0.6107557,1.0,2.0
2149.8425,"(726.89404296875, 535.0420532226562)",0.5873459,1.0,2.0
2141.7644,"(727.8416748046875, 535.9168090820312)",0.5733963,1.0,2.0
2171.8372,"(728.0515747070312, 536.1837158203125)",0.5348512,1.0,2.0
2244.3816,"(728.7605590820312, 536.4290771484375)",0.54741186,1.0,2.0
2376.0364,"(729.8781127929688, 536.949951171875)",0.5964664,1.0,2.0
2365.4421,"(730.6708984375, 537.1663208007812)",0.6054379,1.0,2.0
2448.3938,"(730.265625, 537.223388671875)",0.6823484,1.0,2.0
2452.799,"(730.8773193359375, 537.8240966796875)",0.6619066,1.0,2.0
2486.212,"(731.3643188476562, 537.52685546875)",0.6705858,1.0,2.0
2525.218,"(731.9154052734375, 537.9464111328125)",0.65807045,1.0,2.0
2550.5325,"(731.86767578125, 537.38134765625)",0.67948115,1.0,2.0
2457.7515,"(731.6923828125, 536.8360595703125)",0.6610591,1.0,2.0
2300.999,"(731.117919921875, 536.271240234375)",0.605472,1.0,2.0
2131.0813,"(730.888671875, 536.007568359375)",0.5882701,1.0,2.0
2186.7798,"(730.3526611328125, 535.2750854492188)",0.6138415,1.0,2.0
2335.668,"(729.6796875, 535.5242309570312)",0.6336878,1.0,2.0
2418.939,"(728.7611083984375, 535.5748291015625)",0.58425176,1.0,2.0
2445.3975,"(728.1779174804688, 536.658447265625)",0.55523485,1.0,2.0
2280.0002,"(728.4649658203125, 537.7396850585938)",0.5981314,1.0,2.0
2201.9097,"(727.56005859375, 537.980712890625)",0.5757358,1.0,2.0
2183.066,"(727.66943359375, 538.1680908203125)",0.5968498,1.0,2.0
2200.2764,"(728.319091796875, 538.6314697265625)",0.6307705,1.0,2.0
2232.2676,"(728.6072998046875, 538.7429809570312)",0.64695346,1.0,2.0
2317.8135,"(729.1097412109375, 538.2606201171875)",0.662113,1.0,2.0
2294.9277,"(730.0257568359375, 537.9114990234375)",0.6663665,1.0,2.0
2300.8804,"(730.8855590820312, 537.8746337890625)",0.656568,1.0,2.0
2280.757,"(731.4434814453125, 537.5427856445312)",0.6564183,1.0,2.0
2172.9717,"(731.771484375, 536.2698364257812)",0.6575314,1.0,2.0
2245.587,"(732.4823608398438, 535.6766357421875)",0.6682041,1.0,2.0
2410.7104,"(733.158447265625, 535.9921875)",0.6520264,1.0,2.0
