ID	Class	Confidence	Midpoint	Area
1.0	2.0	0.58330476	(735.4174194335938, 535.735595703125)	2501.5186
1.0	2.0	0.569453	(735.2862548828125, 537.0840454101562)	2404.8665
1.0	2.0	0.5748843	(736.124755859375, 538.8388671875)	2395.3223
1.0	2.0	0.5549384	(736.159423828125, 540.0146484375)	2328.4026
1.0	2.0	0.5157565	(736.4444580078125, 540.3260498046875)	2317.1355
1.0	2.0	0.5958076	(736.6839599609375, 540.9457397460938)	2395.3545
1.0	2.0	0.5615888	(736.5347900390625, 540.53173828125)	2413.2085
1.0	2.0	0.597233	(735.591796875, 539.032958984375)	2504.6714
1.0	2.0	0.62818235	(735.3528442382812, 537.53955078125)	2571.0364
1.0	2.0	0.63660204	(735.0228271484375, 536.3367309570312)	2597.9382
1.0	2.0	0.6336791	(734.67724609375, 536.2359619140625)	2597.896
1.0	2.0	0.62461835	(734.0346069335938, 536.3109741210938)	2503.3445
1.0	2.0	0.662905	(733.7275390625, 537.4020385742188)	2542.4326
1.0	2.0	0.68916255	(733.4306030273438, 537.8987426757812)	2576.1287
1.0	2.0	0.6892622	(733.0556640625, 538.111572265625)	2542.8396
1.0	2.0	0.67739236	(732.7415771484375, 538.725341796875)	2461.619
1.0	2.0	0.6547002	(732.6021728515625, 539.20263671875)	2398.348
1.0	2.0	0.7170778	(732.5594482421875, 539.0100708007812)	2389.3083
1.0	2.0	0.71961087	(732.8199462890625, 538.6952514648438)	2470.8538
1.0	2.0	0.6894246	(732.8458251953125, 537.6495971679688)	2438.2307
1.0	2.0	0.6562284	(732.9488525390625, 535.81103515625)	2415.106
1.0	2.0	0.670034	(734.3990478515625, 534.4827880859375)	2582.3638
1.0	2.0	0.6582289	(735.814453125, 534.6332397460938)	2575.362
1.0	2.0	0.6501639	(736.7909545898438, 534.3330688476562)	2577.0479
1.0	2.0	0.64934886	(737.2891845703125, 533.9242553710938)	2412.1816
1.0	2.0	0.56188357	(737.9954833984375, 535.1417846679688)	2397.3555
1.0	2.0	0.52071	(737.664306640625, 536.444580078125)	2364.7468
1.0	2.0	0.5820046	(736.4534912109375, 537.2222900390625)	2329.5933
1.0	2.0	0.57477677	(735.5827026367188, 537.6563110351562)	2385.881
1.0	2.0	0.65388054	(734.9273681640625, 537.63232421875)	2446.3157
1.0	2.0	0.64390683	(734.12939453125, 537.2990112304688)	2439.8647
1.0	2.0	0.64911914	(733.9951171875, 536.8609008789062)	2453.4429
1.0	2.0	0.6649932	(732.8615112304688, 534.3889770507812)	2446.2476
1.0	2.0	0.6692741	(733.5194702148438, 534.3107299804688)	2437.7432
1.0	2.0	0.67390794	(733.1234130859375, 532.4403076171875)	2424.3948
1.0	2.0	0.6584004	(733.376220703125, 532.3980712890625)	2389.5286
1.0	2.0	0.6600493	(733.520751953125, 532.538330078125)	2343.2034
1.0	2.0	0.6566588	(733.297119140625, 533.2449951171875)	2393.2532
1.0	2.0	0.67053854	(732.9363403320312, 533.6416625976562)	2466.8599
1.0	2.0	0.68537015	(733.1770629882812, 534.77880859375)	2449.1948
1.0	2.0	0.69070065	(732.7235717773438, 534.693115234375)	2328.4602
1.0	2.0	0.6924017	(732.314697265625, 535.1716918945312)	2219.2534
1.0	2.0	0.6818925	(731.7573852539062, 535.4575805664062)	2157.0774
1.0	2.0	0.6928204	(731.1695556640625, 535.0916748046875)	2243.3345
1.0	2.0	0.6886142	(730.781494140625, 534.3858032226562)	2272.9773
1.0	2.0	0.686666	(730.286865234375, 533.4774169921875)	2264.161
1.0	2.0	0.67617524	(730.243896484375, 532.4989624023438)	2158.966
1.0	2.0	0.67480284	(730.884765625, 531.8617553710938)	2113.0635
1.0	2.0	0.66421574	(730.8568115234375, 531.114990234375)	2209.4844
1.0	2.0	0.7074727	(730.9573974609375, 530.719482421875)	2302.164
1.0	2.0	0.69472337	(730.972412109375, 531.09912109375)	2348.3167
1.0	2.0	0.7005134	(732.2981567382812, 533.6832275390625)	2309.1572
1.0	2.0	0.67872363	(732.5220947265625, 535.5089111328125)	2277.4133
1.0	2.0	0.6839093	(732.52587890625, 536.685546875)	2189.2087
1.0	2.0	0.68507963	(731.6392822265625, 537.164794921875)	2262.0474
1.0	2.0	0.6636455	(730.932861328125, 537.5009155273438)	2282.081
1.0	2.0	0.6302473	(729.3619384765625, 537.5449829101562)	2256.2234
1.0	2.0	0.6389485	(728.18408203125, 536.8223876953125)	2169.0432
1.0	2.0	0.6107557	(727.5455322265625, 536.227294921875)	2160.4402
1.0	2.0	0.5873459	(726.89404296875, 535.0420532226562)	2149.8425
1.0	2.0	0.5733963	(727.8416748046875, 535.9168090820312)	2141.7644
1.0	2.0	0.5348512	(728.0515747070312, 536.1837158203125)	2171.8372
1.0	2.0	0.54741186	(728.7605590820312, 536.4290771484375)	2244.3816
1.0	2.0	0.5964664	(729.8781127929688, 536.949951171875)	2376.0364
1.0	2.0	0.6054379	(730.6708984375, 537.1663208007812)	2365.4421
1.0	2.0	0.6823484	(730.265625, 537.223388671875)	2448.3938
1.0	2.0	0.6619066	(730.8773193359375, 537.8240966796875)	2452.799
1.0	2.0	0.6705858	(731.3643188476562, 537.52685546875)	2486.212
1.0	2.0	0.65807045	(731.9154052734375, 537.9464111328125)	2525.218
1.0	2.0	0.67948115	(731.86767578125, 537.38134765625)	2550.5325
1.0	2.0	0.6610591	(731.6923828125, 536.8360595703125)	2457.7515
1.0	2.0	0.605472	(731.117919921875, 536.271240234375)	2300.999
1.0	2.0	0.5882701	(730.888671875, 536.007568359375)	2131.0813
1.0	2.0	0.6138415	(730.3526611328125, 535.2750854492188)	2186.7798
1.0	2.0	0.6336878	(729.6796875, 535.5242309570312)	2335.668
1.0	2.0	0.58425176	(728.7611083984375, 535.5748291015625)	2418.939
1.0	2.0	0.55523485	(728.1779174804688, 536.658447265625)	2445.3975
1.0	2.0	0.5981314	(728.4649658203125, 537.7396850585938)	2280.0002
1.0	2.0	0.5757358	(727.56005859375, 537.980712890625)	2201.9097
1.0	2.0	0.5968498	(727.66943359375, 538.1680908203125)	2183.066
1.0	2.0	0.6307705	(728.319091796875, 538.6314697265625)	2200.2764
1.0	2.0	0.64695346	(728.6072998046875, 538.7429809570312)	2232.2676
1.0	2.0	0.662113	(729.1097412109375, 538.2606201171875)	2317.8135
1.0	2.0	0.6663665	(730.0257568359375, 537.9114990234375)	2294.9277
1.0	2.0	0.656568	(730.8855590820312, 537.8746337890625)	2300.8804
1.0	2.0	0.6564183	(731.4434814453125, 537.5427856445312)	2280.757
1.0	2.0	0.6575314	(731.771484375, 536.2698364257812)	2172.9717
1.0	2.0	0.6682041	(732.4823608398438, 535.6766357421875)	2245.587
1.0	2.0	0.6520264	(733.158447265625, 535.9921875)	2410.7104
